Area,Bedrooms,Bathrooms,Floors,Parking,Age,Location,Price
1007,3,3.0,2,1.0,17.0,Pune,6808000.0
1376,6,6.0,3,0.0,0.0,Delhi,15115000.0
1494,3,3.0,3,1.0,5.0,Mumbai,25397000.0
2223,6,6.0,1,1.0,1.0,Hyderabad,13167000.0
550,6,5.0,1,0.0,2.0,Hyderabad,4221000.0
595,1,1.0,1,0.0,1.0,Chennai,3849000.0
1407,6,6.0,3,1.0,4.0,Mumbai,25523000.0
1739,2,1.0,1,0.0,0.0,Chennai,9789000.0
1498,2,1.0,3,0.0,1.0,Chennai,8837000.0
2236,6,,3,1.0,19.0,Mumbai,37480000.0
2560,6,5.0,1,2.0,1.0,Mumbai,39869000.0
1463,6,6.0,1,1.0,1.0,Mumbai,22769000.0
1085,2,1.0,1,2.0,8.0,Mumbai,19114000.0
1905,4,4.0,2,1.0,8.0,Delhi,18173000.0
1293,5,5.0,1,0.0,0.0,Pune,10399000.0
1322,1,1.0,1,2.0,2.0,Delhi,13150000.0
1576,3,3.0,1,0.0,17.0,Bangalore,11155000.0
1791,3,3.0,2,1.0,1.0,Mumbai,28101000.0
1546,2,2.0,2,0.0,15.0,Bangalore,9917000.0
1364,4,3.0,2,1.0,12.0,Chennai,8039000.0
1575,5,5.0,3,1.0,14.0,Chennai,9920000.0
1364,6,5.0,1,2.0,9.0,Hyderabad,8460000.0
400,2,1.0,3,0.0,7.0,Chennai,2909000.0
2445,5,4.0,3,1.0,2.0,Hyderabad,13269000.0
1669,5,4.0,1,2.0,14.0,Mumbai,29174000.0
1915,6,6.0,2,2.0,5.0,Bangalore,14416000.0
400,3,2.0,1,1.0,7.0,Bangalore,3439000.0
1804,4,4.0,1,1.0,14.0,Bangalore,11867000.0
1450,3,2.0,3,0.0,4.0,Delhi,17098000.0
2160,4,3.0,3,1.0,15.0,Mumbai,31799000.0
1257,5,5.0,2,2.0,7.0,Chennai,9189000.0
1312,5,5.0,2,2.0,3.0,Bangalore,9624000.0
1376,6,6.0,2,0.0,6.0,Mumbai,24326000.0
1659,1,1.0,1,1.0,2.0,Chennai,9903000.0
1701,6,5.0,2,0.0,1.0,Chennai,10327000.0
1479,3,3.0,1,0.0,15.0,Chennai,8935000.0
1440,5,4.0,1,0.0,9.0,Hyderabad,9175000.0
548,4,3.0,1,0.0,1.0,Bangalore,4532000.0
1474,3,2.0,2,0.0,20.0,Bangalore,10221000.0
1960,5,4.0,3,0.0,3.0,Delhi,20151000.0
1367,2,2.0,3,0.0,6.0,Mumbai,22254000.0
1465,6,6.0,3,1.0,0.0,Hyderabad,8353000.0
1411,3,2.0,1,0.0,1.0,Mumbai,21153000.0
1969,3,2.0,3,1.0,6.0,Delhi,23150000.0
1517,6,6.0,3,2.0,2.0,Pune,11748000.0
1278,2,1.0,1,0.0,1.0,Bangalore,7903000.0
1595,2,2.0,1,1.0,22.0,Chennai,9100000.0
2375,5,5.0,2,3.0,0.0,Mumbai,39140000.0
994,1,1.0,3,1.0,1.0,Bangalore,7338000.0
1217,3,3.0,3,0.0,0.0,Hyderabad,7351000.0
1346,3,3.0,3,2.0,0.0,Hyderabad,7970000.0
2334,3,3.0,3,0.0,0.0,Delhi,22956000.0
2143,4,4.0,1,0.0,2.0,Hyderabad,9868000.0
1274,5,4.0,3,3.0,2.0,Delhi,15094000.0
1392,5,4.0,1,0.0,5.0,Chennai,9382000.0
1831,2,2.0,1,0.0,19.0,Chennai,10383000.0
2599,1,1.0,3,3.0,1.0,Chennai,14561000.0
1948,3,3.0,2,1.0,2.0,Chennai,9920000.0
1600,3,2.0,3,1.0,15.0,Chennai,9737000.0
1944,4,4.0,2,0.0,0.0,Pune,16222000.0
1918,4,4.0,2,3.0,3.0,Delhi,20425000.0
1237,3,2.0,1,0.0,25.0,Mumbai,18429000.0
810,6,5.0,3,1.0,0.0,Hyderabad,5837000.0
2010,3,3.0,2,0.0,17.0,Bangalore,13092000.0
1296,4,4.0,3,3.0,1.0,Delhi,13392000.0
1777,6,6.0,1,3.0,8.0,Mumbai,29403000.0
953,4,3.0,1,1.0,2.0,Delhi,11031000.0
690,4,3.0,1,1.0,9.0,Hyderabad,4499000.0
975,3,3.0,2,1.0,6.0,Pune,7386000.0
1413,1,1.0,2,1.0,3.0,Hyderabad,6909000.0
1188,1,1.0,2,1.0,0.0,Bangalore,7439000.0
1844,6,5.0,1,2.0,35.0,Delhi,21930000.0
1971,3,3.0,2,2.0,12.0,Pune,14603000.0
1446,2,2.0,1,3.0,7.0,Mumbai,20967000.0
431,5,4.0,3,1.0,14.0,Chennai,3202000.0
1754,6,6.0,2,2.0,4.0,Pune,12438000.0
1281,3,2.0,2,0.0,5.0,Chennai,7191000.0
400,3,2.0,1,0.0,14.0,Mumbai,6386000.0
1171,4,4.0,3,0.0,4.0,Hyderabad,6820000.0
1232,5,5.0,2,0.0,5.0,Chennai,6688000.0
1768,2,2.0,2,3.0,5.0,Bangalore,11491000.0
2337,5,5.0,2,0.0,17.0,Hyderabad,14576000.0
1272,5,5.0,2,1.0,6.0,Delhi,14688000.0
617,5,4.0,2,0.0,1.0,Bangalore,5637000.0
2062,5,5.0,3,2.0,5.0,Bangalore,15229000.0
1463,6,5.0,3,0.0,42.0,Chennai,8846000.0
2033,2,2.0,1,3.0,0.0,Pune,14991000.0
1017,3,3.0,1,0.0,0.0,Pune,7463000.0
895,3,3.0,3,4.0,5.0,Hyderabad,6541000.0
1704,3,3.0,2,1.0,0.0,Mumbai,25105000.0
1772,2,2.0,3,1.0,4.0,Bangalore,10859000.0
1366,1,1.0,2,2.0,2.0,Pune,8868000.0
1185,4,3.0,2,0.0,0.0,Mumbai,20165000.0
1225,6,6.0,1,3.0,2.0,Mumbai,21974000.0
2004,5,5.0,2,0.0,19.0,Hyderabad,11049000.0
2254,3,3.0,2,2.0,9.0,Bangalore,15200000.0
2323,5,5.0,3,0.0,6.0,Delhi,28747000.0
963,6,5.0,1,0.0,6.0,Bangalore,8437000.0
2931,1,1.0,3,2.0,0.0,Pune,21118000.0
846,4,3.0,2,0.0,43.0,Delhi,8493000.0
1927,4,3.0,1,1.0,10.0,Bangalore,13533000.0
1774,3,2.0,1,1.0,3.0,Chennai,10897000.0
1845,6,5.0,1,0.0,0.0,Chennai,10217000.0
749,1,1.0,1,4.0,7.0,Pune,5416000.0
635,5,5.0,2,0.0,2.0,Pune,5779000.0
1218,3,2.0,2,2.0,0.0,Bangalore,8318000.0
2272,5,4.0,3,0.0,1.0,Hyderabad,13750000.0
1020,2,2.0,1,0.0,,Chennai,5795000.0
1804,5,4.0,2,0.0,12.0,Mumbai,32398000.0
1540,3,2.0,1,1.0,5.0,Chennai,7845000.0
1082,4,3.0,1,2.0,6.0,Delhi,11666000.0
2052,3,2.0,1,1.0,0.0,Pune,14203000.0
2361,2,2.0,3,2.0,6.0,Delhi,23859000.0
1299,4,4.0,1,1.0,5.0,Pune,9602000.0
1269,4,3.0,2,1.0,0.0,Chennai,7990000.0
2584,5,5.0,3,,4.0,Pune,17161000.0
1657,6,6.0,3,0.0,0.0,Chennai,10585000.0
1113,4,4.0,2,0.0,12.0,Pune,9188000.0
1480,6,6.0,2,2.0,1.0,Bangalore,10049000.0
1733,3,2.0,2,1.0,3.0,Hyderabad,9172000.0
1278,5,5.0,3,0.0,18.0,Pune,8901000.0
1394,4,3.0,3,0.0,6.0,Chennai,7831000.0
1077,4,3.0,1,1.0,4.0,Hyderabad,7277000.0
1400,6,,3,1.0,3.0,Bangalore,8579000.0
1255,3,2.0,1,0.0,,Mumbai,17604000.0
415,3,3.0,2,0.0,2.0,Chennai,3432000.0
1110,3,3.0,3,1.0,0.0,Mumbai,18922000.0
1770,2,2.0,1,1.0,0.0,Mumbai,30362000.0
1893,3,3.0,2,2.0,2.0,Chennai,11485000.0
1452,2,2.0,1,2.0,0.0,Bangalore,10176000.0
1248,4,3.0,1,0.0,5.0,Hyderabad,6745000.0
1761,3,2.0,1,3.0,2.0,Mumbai,31771000.0
1261,4,3.0,1,4.0,4.0,Mumbai,19243000.0
400,4,3.0,3,2.0,2.0,Bangalore,3836000.0
1848,4,4.0,2,1.0,6.0,Chennai,11678000.0
1133,4,4.0,3,1.0,3.0,Delhi,12767000.0
1501,3,2.0,1,2.0,19.0,Chennai,9097000.0
1357,2,2.0,2,1.0,5.0,Chennai,6869000.0
1905,5,5.0,3,1.0,0.0,Delhi,20351000.0
1499,4,4.0,2,2.0,11.0,Chennai,10062000.0
783,3,2.0,1,0.0,0.0,Delhi,8723000.0
1798,4,4.0,2,0.0,5.0,Bangalore,13597000.0
1319,4,4.0,1,0.0,1.0,Delhi,13384000.0
611,1,1.0,3,0.0,2.0,Mumbai,10188000.0
1294,2,2.0,3,1.0,0.0,Chennai,6857000.0
1812,1,1.0,1,1.0,4.0,Delhi,19601000.0
2946,2,2.0,1,0.0,4.0,Mumbai,48309000.0
2027,1,1.0,1,0.0,21.0,Chennai,11051000.0
1081,4,3.0,2,1.0,4.0,Delhi,12748000.0
1838,6,6.0,1,2.0,24.0,Hyderabad,11487000.0
638,3,2.0,1,1.0,2.0,Delhi,7524000.0
1381,3,3.0,2,1.0,0.0,Delhi,13287000.0
1205,4,3.0,2,0.0,5.0,Chennai,7028000.0
1624,4,4.0,1,0.0,2.0,Mumbai,21048000.0
1326,2,2.0,2,0.0,2.0,Chennai,7392000.0
1974,1,1.0,1,1.0,2.0,Delhi,19820000.0
1419,2,1.0,1,0.0,2.0,Chennai,8498000.0
1110,5,5.0,2,2.0,0.0,Delhi,13887000.0
1811,4,4.0,3,1.0,10.0,Delhi,19539000.0
1993,4,4.0,2,1.0,9.0,Bangalore,13371000.0
949,2,2.0,1,1.0,1.0,Bangalore,5824000.0
1157,4,,2,0.0,19.0,Mumbai,19122000.0
1215,6,5.0,1,0.0,7.0,Pune,9828000.0
1546,3,2.0,1,3.0,5.0,Bangalore,11804000.0
1573,1,1.0,1,0.0,11.0,Pune,9652000.0
755,2,2.0,1,2.0,9.0,Hyderabad,4036000.0
635,2,1.0,2,0.0,2.0,Pune,4573000.0
687,2,1.0,3,4.0,14.0,Bangalore,4072000.0
